artist.hotttnesss,artist.id,artist.name,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,familiarity,key,key_confidence,latitude,location,longitude,loudness,mode,mode_confidence,release.id,release.name,similar,song.hotttnesss,song.id,start_of_fade_out,tatums_confidence,tatums_start,tempo,terms,total_in_genre,terms_freq,time_signature,time_signature_confidence,title,year
0.267124867,ARD7U0O1187FB5531A,AndrA(c) Verchuren,,0,0.711,0.17019,0.711,0.17019,170.1873,0.136,0.360729206,7,0.804,49.34463,Neuilly-sous-Clermont (Oise),2.40955,-10.061,1,0.619,386707,Les Increvable N2,AR4I72F1187B9A0D85,0,SOCISCT12AB0180021,164.902,0.292,0.17019,137.192,chanson,16,0.884635252,1,0,Aviatic,1989
0.503151606,ARXPE571187FB4AFD0,Rickie Lee Jones,classic pop and rock,1,0.445,0.25073,0.36,0.25073,291.57832,0.102,0.670615396,7,0.559,37.15735675,"Chicago, IL",-63.93335787,-19.544,1,0.444,47592,Flying Cowboys,ARDW5AW1187FB55708,0.469712431,SOAGJGA12A6D4F980C,280.143,0.326,0.09201,189.524,folk rock,7,0.989622403,4,0,Love Is Gonna Bring Us Back Alive,1989
0.51346329,ARYKCQI1187FB3B18F,Tesla,,0,0.183,0.80983,0.316,0.43551,390.66077,0,0.707199764,7,0.851,37.15735675,Not available,-63.93335787,-10.478,1,0.739,46614,Five Man Acoustical Jam,ARO353H1187B9A43E9,0.79902352,SOBHZOV12AF729E943,390.661,0.421,0.24742,161.47,hard rock,12,1,4,0.261,The Way It Is,1989
0.404157671,ART1R9I1187B9B3324,Margaret Becker,,0,0.12,0.54033,0,0.14016,261.04118,0.694,0.541917737,9,0.757,37.15735675,Not available,-63.93335787,-9.803,1,0.677,484161,The Reckoning,AREVQ7D1187FB4371B,,SOAZRCH12AB017A84D,247.716,0.429,0.14016,149.916,ccm,8,0.992023155,4,0.411,Start The Fire,1989
0.456940558,ARHONG11187FB3B120,L.A. Guns,,0,0.164,0.08382,0,0.08382,398.44526,0,0.665728336,1,0.584,29.78772,katy,-95.82333,-9.244,1,0.505,95431,Cocked & Re-Loaded (Millenium Edition),ARYZTJS1187B98C555,0.64068403,SOWWLVP12A8C138BFB,387.634,0.554,0.08382,150.3,heavy metal,25,0.998509337,4,0.41,Magdalaine,1989
0.390660523,ARLDW2Y1187B9B544F,Tommy James And The Shondells,,0,0.962,0.44248,0.962,0.44248,146.02404,0.347,0.620392056,0,0.695,39.75911,"Dayton, OH",-84.19444,-11.693,1,0.536,60341,Anthology,ARW3Q5W1187B9B7160,0.641228739,SOKEAOU12A6D4FB6B2,133.224,0.449,0.44248,133.312,brill building pop,9,0.939209027,1,0,Out Of The Blue,1989
0.375362434,ARH0Z131187B9B69E9,Kool Moe Dee,hip hop,1,0.089,0.0797,0.916,0.0797,219.76771,0.318,0.545866609,5,0.853,40.8079,"Harlem, New York, NY",-73.9454,-16.205,1,0.421,342581,Knowledge Is King,ARHIC3Q1187B9B1773,0.386790177,SOOCRIF12AB0181137,208.718,1,0.0797,107.905,hip hop,15,1,4,0.967,Knowledge Is King,1989
0.368689373,AR243ZT1187B9A98D2,Otis Spann,,0,0.489,0.44273,0.346,0.44273,233.63873,0.518,0.534464352,5,0.655,32.29869,"Jackson, MS",-90.18049,-23.893,1,0.646,379517,Spanning A Lifetime,AR0CJQS1187FB42BEB,0.680655631,SONFGZA12AB018643D,224.653,0.065,0.18696,115.38,piano blues,1,1,3,0.689,Evil Ways,1989
0.228751049,ARSK4D11187B9BA046,Lisa Lisa & Cult Jam (featuring Full Force),,0,0.149,1.40403,0.678,0.29816,285.12608,0,0.522693398,6,0.351,37.15735675,Not available,-63.93335787,-7.311,1,0.41,286317,Super Hits,AR0OZJU1187B990541,,SOAEBQL12A8C134E07,281.617,1,0.29816,107.944,freestyle,2,0.957155255,4,1,U Never Nu How Good U Had It,1989
0.429353515,ARBFDJW1187B9AD27A,The Fabulous Thunderbirds,,0,0.12,1.54215,1,0.48475,221.23057,0.473,0.623154284,4,0.69,30.2676,"Austin, TX",-97.74298,-14.977,0,0.534,382118,Powerful Stuff,AR9YUFD1187B98F91B,0.215080319,SOFCKRY12AAF3B2FAF,212.91,0.444,0.48475,110.98,blues-rock,78,1,3,1,Rainin' In My Heart,1989
0.503151606,ARXPE571187FB4AFD0,Rickie Lee Jones,classic pop and rock,1,0.142,0.0779,0.153,0.0779,314.72281,0,0.670615396,10,0.615,37.15735675,"Chicago, IL",-63.93335787,-9.785,1,0.626,622216,Live at Red Rocks,ARDW5AW1187FB55708,,SOMKBNA12AB017BEA1,304.321,0.368,0.0779,147.736,folk rock,8,0.989622403,3,0.899,Just My Baby,1989
0.362902986,AR6QQY41187B990574,Danny Wilson,classic pop and rock,1,0.949,0.71513,0.949,0.71513,167.13098,4.673,0.559991415,11,0.698,56.46137,"Dundee, Scotland",-2.96761,-11.053,1,0.605,160060,Bebop Moptop,AROXQGK1187FB4560B,,SOCUSNQ12A8C138A86,153.617,0.096,0.40832,91.256,british pop,7,0.91052814,1,0,Never Gonna Be The Same,1989
0.47594129,AR2SMD91187B9B0582,Mighty Mighty Bosstones,ska,1,0.9,0.33075,0.9,0.33075,168.85506,0.254,0.699262056,1,0.333,37.15735675,"Boston, MA",-63.93335787,-9.515,1,0.609,511256,Devil's Night Out,ARZ7ZSG1187FB368F5,0.513517029,SOSNQCC12AB0185B62,168.855,0.218,0.1779,197.213,ska punk,1,1,1,0,Patricia,1989
0.399186285,ARB1CNO1187FB4CE93,45 Grave,los angeles,1,0.222,0.5613,0.222,0.5613,163.26485,0.154,0.596602385,4,0.258,37.15735675,Not available,-63.93335787,-12.778,1,0.325,272276,A Devil's Possessions - Demos & Live 1980-1983,ARDMWTL1187FB4CFBF,0.647368817,SOJMXXW12A6D4F9DB3,156.868,0.222,0.5613,114.135,deathrock,2,0.846695399,1,0.318,Party Time,1989
0.375362434,ARH0Z131187B9B69E9,Kool Moe Dee,hip hop,1,0.142,0.82721,0.147,0.82721,281.33832,0,0.545866609,6,0.802,40.8079,"Harlem, New York, NY",-73.9454,-8.762,1,0.655,304402,Greatest Hits,ARHIC3Q1187B9B1773,,SOITKDW12A8C13BA44,274.466,0.673,0.2885,83.856,hip hop,16,1,3,1,I Go To Work,1989
0.338999979,ARAZF6G1187FB5A0C1,Gerard Lenorman,french,2,0.335,0.04829,0.163,0.04829,191.73832,0,0.515344518,11,0.509,37.15735675,Centre,-63.93335787,-5.53,0,0.456,312271,Je Vous Reparlerai d'Amour,ARUZB9Q1187FB45C9C,0.215080319,SOIDEVL12A8C135667,180.222,1,0.04829,112.192,chanson,17,1,4,0,Soldats Ne Tirez Pas,1989
0.368506753,ARDINVM1187B98A6C1,Marc Lavoine,french,1,0.11,0.65879,1,0.16854,224.39138,0.386,0.573527313,3,0.086,48.69173,"Longjumeau, France",2.29005,-10.322,1,0.341,299890,Best Of 85-95,AR5IHI31187B998618,0.513517029,SOTCFPV12A8C13CE08,210.042,1,0.16854,122.503,chanson,18,1,4,1,C'est La Vie,1989
0.591628024,ARLHO5Z1187FB4C861,Beastie Boys,hip hop,2,0.098,0.79998,1,0.20849,247.7971,0.157,0.853124523,9,0,37.15735675,"New York, NY",-63.93335787,-15.059,1,0.165,23876,Paul's Boutique,AR4WHYC1187B9896E7,,SOJHMFW12B0B80B79B,247.797,0.861,0.05969,100.788,hip hop,17,1,4,0.899,Shadrach,1989
0.317491739,ARJQSSS1187B99A513,Cookie Crew,,0,0.157,1.54139,0,0.11918,282.33098,1.088,0.413934002,8,0.622,37.15735675,Not available,-63.93335787,-10.713,0,0.519,368010,Smash Hits 1989,AR9B6VA1187FB5956B,0,SOUHLWG12AB0184414,274.866,0.108,0.11918,85.962,hip house,1,0.910288381,5,1,"Got To Keep On (12"" Version)",1989
0.401144742,ARDK0551187FB5AC48,Blind Willie Johnson,,0,0,0.46339,0,0.46339,193.20118,3.1,0.607326982,7,0.388,31.30627,"Marlin, TX",-96.89774,-17.85,1,0.2,285639,The Complete Blind Willie Johnson,ARE36MM1187B991E50,,SOZPJVN12A8C133983,189.666,0.027,0.24642,139.866,texas blues,14,0.972352995,1,0,Jesus Is Coming Soon,1989
0.453850265,ARSQDUN1187B98D7D7,EPMD,hip hop,1,0.576,0.16791,0.576,0.16791,181.39383,0.363,0.698291624,7,0.437,37.15735675,allentown Pennsylvania USA,-63.93335787,-11.199,0,0.516,422255,Unfinished Business (Explicit),ARM2EJV1187B98EA13,,SOKZNMZ12A6D4F7D44,160.073,0.288,0.16791,122.838,hip hop,18,1,1,0.87,Please Listen To My Demo,1989
0.267124867,ARD7U0O1187FB5531A,AndrA(c) Verchuren,,0,1,0.34864,1,0.34864,139.62404,0.264,0.360729206,0,0.771,49.34463,Neuilly-sous-Clermont (Oise),2.40955,-10.062,1,0.477,386704,Les Increvables N1,AR4I72F1187B9A0D85,,SONJZMT12AB018299D,135.912,0.47,0.0961,120.643,chanson,19,0.884635252,1,0,Maria Morena,1989
0.46615828,ARJMUEZ1187B98D16E,Danger Danger,,0,0.099,0.75023,0.992,0.3838,292.85832,0.09,0.620717403,4,0.57,37.15735675,"Queens, NY",-63.93335787,-7.866,1,0.541,282891,Danger Danger,ARP7DLV1187FB4EF07,0.772906696,SOIIQRB12A8C1349E9,271.139,0.542,0.20059,164.171,glam metal,2,0.943232351,4,0.873,Rock America,1989
0.347547581,ARQCHDN1187FB4C7C2,Luiz Bonfa,brazil,1,0.052,0.66601,0.747,0.66601,147.87873,0.222,0.549282908,9,0.421,-22.97673,"Rio de Janeiro, Brazil",-43.19508,-24.341,0,0.439,559294,Solo in Rio 1959,ARFETPU124549A3F38,,SODJYRI12AB0188BDD,138.577,0,0.33727,104.475,samba,4,1,4,0.232,ManhAPS de Carnaval,1989
0.454541929,AR3QRJ91187B98E4C2,Jacques Dutronc,french,2,0.287,3.02679,0.287,3.02679,142.91546,3.228,0.612953154,7,0.592,48.85692,"Paris, France",2.34121,-10.592,1,0.438,280528,IntA(c)grale Les Cactus,AR139EA1187FB567C2,0.38293509,SOKHBNW12A8AE48A58,133.126,0.272,3.02679,130.196,chanson,20,1,1,0.412,L'Homme De Paille,1989
0.407821565,ART6QCS1187FB40CBD,Los AutA(c)nticos Decadentes,,0,0.208,0.40535,0.588,0.40535,172.09424,0.2,0.610330728,9,0.557,37.15735675,Not available,-63.93335787,-8.693,1,0.381,509686,Vinyl Replica: El Milagro Argentino,AR5U53D1187FB37654,0.334706549,SODMNJR12AB0183BC5,164.217,0.463,0.0615,117.683,cumbia,4,0.921835331,5,0.288,Pastas Y Vino,1989
0.405967369,ARKL75U1187FB5B8B6,BoDeans,,0,0.004,1.37702,0.745,0.38337,284.76036,0.171,0.617608694,2,0.742,43.01437,Waukesha WI,-88.23546,-10.631,1,0.72,164097,Best Of Bodeans : Slash & Burn,ARQ7S2H1187B9AA49B,0.367273416,SOKYVJB12A8C13E23C,274.733,0.571,0.13434,120.277,roots rock,4,0.977056738,4,1,You Don't Get Much,1989
0.313667192,ARXCUQE1187B9ADD91,Pee Wee King,,0,0.845,0.23239,0.845,0.23239,182.282,0.154,0.408071911,7,0.573,43.04181,"Milwaukee, WI",-87.90684,-13.995,1,0.635,493286,The Fabulous Fifties Vol 4,ARGJTO11187FB39AC0,,SOYTVXY12AB0181ED0,174.295,0.983,0.23239,133.792,western swing,6,1,1,0,Slow Poke,1989
0.446732968,ARDW5AW1187FB55708,Shawn Colvin,folk,2,0.029,0.31845,0.612,0.31845,290.11546,0.083,0.685502832,0,0.666,42.78668,"Vermillion, SD",-96.92803,-12.798,1,0.67,424081,Steady On,AR7R1IA1187B9B076C,0.443291312,SOMEYFE12AB018BA5B,272.341,0.486,0.14012,167.772,country rock,35,0.975207319,4,0.958,Cry Like An Angel,1989
0.522047955,ARNHHIV1187FB4EA23,New Order,british,4,0.225,0.0313,0,0.0313,288.02567,0,0.720711058,11,0.159,37.15735675,NL,-63.93335787,-5.729,0,0.473,332020,Technique [Collector's Edition],ARUY6971187FB3AB45,0.69621714,SOYCTRU12A6701DA91,276.376,0.985,0.0313,146.29,alternative dance,5,0.999969226,4,0.557,Guilty Partner,1989
0.587869152,ARNDL191187FB51583,Jimi Hendrix,american,3,0,0.52427,0,0.52427,449.74975,0,0.840963901,8,0.912,37.15735675,"Seattle, USA",-63.93335787,-8.239,1,0.667,763905,Valleys Of Neptune,AR42M291187B993047,0.693961617,SOLQLCA12AB0188BBD,446.74,0.357,0.3241,146.77,blues-rock,79,0.924265781,1,0,Hear My Train A Comin',1989
0.598458501,ARK9TRQ1187B99C095,Nine Inch Nails,industrial rock,7,0.204,0.7248,0.374,0.7248,242.96444,3.733,0.905776889,11,0.719,41.50471,"Cleveland, OH",-81.69074,-10.149,1,0.42,497885,Pretty Hate Machine,ARC4K2E1187B9B6FDA,,SOGZAAR12AB01849A4,231.474,0.373,0.25532,85.599,industrial metal,1,0.999945289,3,1,Sin,1989
0.442948945,ARVOWE21187FB3AE3C,Enuff Z 'Nuff,,0,0.428,0.665,0.428,0.665,277.28934,0.433,0.617473325,2,0.596,41.88415,"Chicago, IL",-87.63241,-4.437,1,0.57,246582,One More For The Road,ARYZTJS1187B98C555,,SOMSJPX12A8C136436,264.963,0.177,0.32251,90.459,power pop,16,0.980437846,1,0,Fly High Michelle,1989
0.310556083,ARUP17W1187B98CAB9,Charlie Byrd,swing,1,0.105,0.97415,0.105,0.97415,471.43138,0.4,0.527339184,11,0.468,37.15735675,"Chuckatuck, VA",-63.93335787,-17.502,1,0.419,257240,The Best of the Jazz Guitar,ARCLCFS1187B9AE476,0,SOZFFKS12A8C13886B,464.306,0.239,0.46728,82.039,bossa nova,4,0.969691809,1,0.206,Chim Chim Cheree,1989
0.367368691,ARXB4J91187B9A9C7D,Ray Price,,0,0.068,0.2828,0,0.2828,125.1522,0,0.574746865,0,0.759,37.15735675,Not available,-63.93335787,-12.818,1,0.616,610247,Karaoke: Country Super Stars - Singing to the Hits,ARES2PA1187FB38083,,SORTYWG12A8C1444E7,118.457,0.474,0.04632,126.714,honky tonk,13,1,3,0.321,Make The World Go Away,1989
0.375496964,ARYNX5Z1187B999686,Paul Carrack,,0,0.703,11.15229,0.511,10.25171,324.46649,13.955,0.591602006,4,0.674,53.38311,"Sheffield, Yorkshire, England",-1.46454,-14.241,1,0.605,585539,Groove Approved,AR4U91L1187B9A2401,0.598320149,SOLTMLK12AB018A1CB,298.609,0.062,10.02571,134.123,blue-eyed soul,12,1,4,0.854,Dedicated,1989
0.243064542,AR41B9G1187B990D63,Sam Fan Thomas,,0,0.575,0.81507,0,0.33266,397.58322,1.03,0.360187294,2,0.995,37.15735675,Not available,-63.93335787,-13.856,1,0.819,255392,The African Typic Collection,ARXK8H71187FB44850,,SOLTWNN12A8C13FE24,388.598,0.92,0.09863,125.241,soukous,1,0.958985777,4,1,African Typic Collection,1989
0.399186285,ARB1CNO1187FB4CE93,45 Grave,los angeles,1,0.033,0.36469,0.562,0.36469,130.66404,0,0.596602385,11,0.599,37.15735675,Not available,-63.93335787,-7.204,0,0.591,38588,Only The Good Die Young,ARDMWTL1187FB4CFBF,0.463489662,SOAFTRY12A6D4F81C7,118.544,0.262,0.21671,130.49,deathrock,3,0.846695399,3,0.64,Consumers (Album Version),1989
0.503151606,ARXPE571187FB4AFD0,Rickie Lee Jones,classic pop and rock,1,0.092,1.58893,0.568,0.25976,331.36281,2.212,0.670615396,0,0.717,37.15735675,"Chicago, IL",-63.93335787,-30.285,1,0.716,47592,Flying Cowboys,ARDW5AW1187FB55708,0.459724988,SOWQNPV12A6D4F980D,315.751,0.224,0.25976,87.94,folk rock,9,0.989622403,4,0.836,Away From The Sky,1989
0.420627401,AR2HXXS1187B9AF3E2,Jesus Jones,classic pop and rock,1,0.02,1.45708,0.872,0.36776,227.73506,2.746,0.592472073,4,0.673,37.15735675,Not available,-63.93335787,-5.844,0,0.531,128679,Never Enough - The Best Of Jesus Jones,ARHJIKW1187B9ACE16,0.394394856,SOXWACL12A6D4F414B,215.435,0.197,0.09645,110.47,dance rock,16,1,4,0.83,All The Answers,1989
0.383677983,ARON0YP1187FB4B465,Fiona,,0,0.069,1.78185,0.711,1.2268,254.17098,4.47,0.513467522,1,0.679,40.71455,"New York, NY",-74.00712,-9.648,1,0.56,513397,Heart Like A Gun,ARAK9H51187B98DA9F,0.313836847,SOURQEX12AB0188474,238.155,0.083,1.2268,108.738,chinese music,1,0.878186717,4,0.264,Everything You Do [You're Sexing Me] [Duet with Kip Winger] (Album Version),1989
0.540630686,AR2UQQ51187B9AC816,Gipsy Kings,classic pop and rock,1,0.174,1.31033,0.73,0.65738,303.09832,0.148,0.710445622,2,0.693,37.15735675,"Arles, France",-63.93335787,-11.273,0,0.729,674246,Gipsy Kings / Mosaique / Este mundo,AR9Z7JB1187B99DB3D,0.675546728,SOITOFS12A81C21D00,298.411,0.602,0.16816,91.846,flamenco,6,0.908599834,4,0.15,Camino,1989
0.389029366,ARVQTZP1187FB40283,Constance Demby,ambient,1,0.108,0.92605,0.372,0.53485,285.75302,3.228,0.500781986,4,0.523,37.77916,California - SF,-122.42005,-13.129,1,0.631,476209,Set Free - The Definitive Edition,ARZ185I1187FB5B8C5,0,SOEWNIU12A58A7B68B,276.95,0.085,0.34224,153.942,meditation,3,0.953816111,7,0.186,Moving On,1989
0.47594129,AR2SMD91187B9B0582,Mighty Mighty Bosstones,ska,1,0.068,0.55224,1,0.23268,147.46077,0,0.699262056,4,0.356,37.15735675,"Boston, MA",-63.93335787,-9.769,0,0.413,511256,Devil's Night Out,ARZ7ZSG1187FB368F5,,SOBYHQA12AB0185B69,144.863,0.417,0.23268,186.6,ska punk,2,1,4,0,Do Somethin' Crazy,1989
0.375496964,ARYNX5Z1187B999686,Paul Carrack,,0,0.022,2.77388,0.736,2.17311,374.96118,4.272,0.591602006,0,0.813,53.38311,"Sheffield, Yorkshire, England",-1.46454,-11.38,0,0.569,585539,Groove Approved,AR4U91L1187B9A2401,0.2612651,SOSWEVW12AB018D551,361.947,0.088,1.87347,99.961,blue-eyed soul,13,1,4,0.996,I'm On Your Tail,1989
0.610731463,AR12F2S1187FB56EEF,Aerosmith,heavy metal,1,0.214,1.43976,1,0.39036,329.69098,0.351,0.872536599,5,0.057,37.15735675,"Boston, MA",-63.93335787,-6.658,0,0.246,14327,Big Ones,ARM7EDF1187B9B3FA1,0.730949906,SOZNZIN12A6701E95F,309.992,0.862,0.12706,115.106,blues-rock,80,0.898816207,4,0.318,Janie's Got A Gun,1989
0.390660523,ARLDW2Y1187B9B544F,Tommy James And The Shondells,,0,0.026,1.25461,1,0.41268,136.12363,0.34,0.620392056,10,0.095,39.75911,"Dayton, OH",-84.19444,-11.298,0,0.505,60341,Anthology,ARW3Q5W1187B9B7160,0.657161336,SODKOLK12A6D4FB6B1,125.463,0.846,0.20224,142.963,brill building pop,10,0.939209027,4,0,Gettin' Together,1989
0.407821565,ART6QCS1187FB40CBD,Los AutA(c)nticos Decadentes,,0,0.092,0.24081,0.808,0.24081,223.97342,0.194,0.610330728,9,0.258,37.15735675,Not available,-63.93335787,-7.364,0,0.325,509686,Vinyl Replica: El Milagro Argentino,AR5U53D1187FB37654,,SOWIDQC12AB0183BAE,210.617,1,0.24081,88.505,cumbia,5,0.921835331,3,0.553,El Jorobadito,1989
0.368689373,AR243ZT1187B9A98D2,Otis Spann,,0,0.152,0.418,0.775,0.418,283.29751,0.351,0.534464352,9,0.658,32.29869,"Jackson, MS",-90.18049,-15.029,0,0.548,600937,Walking The Blues,AR0CJQS1187FB42BEB,,SODOBSS12AC9072A5E,261.428,0.606,0.15865,113.838,piano blues,2,1,3,0.891,Half Ain't Been Told,1989
0.384290228,AR37K6O1187B9AD049,Savoy Brown,blues,1,0.094,0.76322,0.902,0.35275,171.62404,0.511,0.60594723,7,0.101,54.31407,United Kingdom,-2.23001,-11.212,1,0.439,86266,Kings of Boogie,AR8SRQ31187FB4D477,0.375984302,SOYEFJG12A58A7B690,168.246,0.302,0.15297,150.95,blues-rock,81,1,4,0,All Burned Out,1989
0.387008322,AR9A5TK1187B9AD07F,fIREHOSE,,0,0.021,0.51283,0.761,0.51283,61.83138,0.191,0.552704815,5,0.065,37.15735675,Not available,-63.93335787,-21.439,1,0.029,86066,Fromohio,ARE8GLF1187FB52532,0.537503904,SOZFZDT12A6D4F7646,56.697,0.989,0.20906,76.354,alternative rock,3,0.980447258,4,0,Let The Drummer Have Some,1989
0.389029366,ARVQTZP1187FB40283,Constance Demby,ambient,1,0.009,0.62465,0,0.62465,259.36934,3.024,0.500781986,6,0.033,37.77916,California - SF,-122.42005,-8.273,1,0.436,476209,Set Free - The Definitive Edition,ARZ185I1187FB5B8C5,0.265861049,SOPWTDE12A8C143C71,250.253,0.328,0.27485,85.155,meditation,4,0.953816111,4,0.198,Javalon,1989
0.401144742,ARDK0551187FB5AC48,Blind Willie Johnson,,0,0.409,0.44729,0.409,0.44729,172.25098,0.097,0.607326982,0,0,31.30627,"Marlin, TX",-96.89774,-16.159,1,0.2,597439,Praise God I'm Satisfied,ARE36MM1187B991E50,,SOVMTAW12A8C13B071,167.184,0.509,0.14462,95.677,texas blues,15,0.972352995,1,0,God Don't Never Change,1989
0.466826993,ARBJSO81187B9BA09B,Soda Stereo,rock en espanol,1,0.393,1.74155,0.872,0.67947,246.69995,0.322,0.711165787,7,0.161,37.15735675,Not available,-63.93335787,-9.603,1,0.205,509770,CanciA3n Animal,ARL3VGT1187FB40E8E,0.62616576,SOSBDSF12AB0189007,224.049,0.399,0.42263,112.903,rock,18,1,4,1,Entre CanAbales,1990
0.386669092,ARF4V431187FB3AA41,Slim Whitman,,0,0.52,1.87142,0.431,0.61665,195.91791,0.165,0.51644378,3,0.883,27.94653,"Tampa, FL",-82.45927,-11.98,1,0.735,682725,Country Lovers. Vol. 3,AR0IVGJ1187FB55D61,,SOTUBVH12AB018D2EC,192.087,0.444,0.20411,91.487,folk-pop,4,1,4,0,Indian Love Call,1990
0.398547535,AR9AM2N1187B9AD2F1,Inspiral Carpets,madchester,2,0.02,0.72006,0.779,0.18905,283.76771,0,0.605109702,2,0.823,53.4796,"Manchester, England",-2.24881,-8.7,1,0.69,11305,The Singles,ARPATQ21187B9ACAFC,0.665172241,SODDZAD12A6701DC4C,271.83,1,0.18905,113.677,indie rock,2,0.99732938,4,1,Commercial Reign,1990
0.301502462,AR19SOA1187B98F6E6,Bob Neuwirth,american,1,0.178,0.92398,0.618,0.92398,241.10975,2.659,0.434272038,4,0.965,40.71455,New York,-74.00712,-18.114,1,0.744,117983,99 Monkeys,ARYXAJN1187FB40F84,0.480610618,SOFUBCP12A8C13D5EF,230.429,0.618,0.92398,152.267,singer-songwriter,4,1,3,1,Biding Her Time,1990
0.422472423,ARTB5PP1187FB523B7,Donny Hathaway,rock and indie,1,0.074,11.29379,0.556,0.85041,322.87302,0.204,0.657406765,5,0.297,41.88415,"Chicago, IL",-87.63241,-16.336,0,0.367,65629,A Donny Hathaway Collection,ARIPNPE1187FB3EE18,,SOZNDLW12A6D4FB4C5,308.86,0.558,0.27561,72.937,jazz funk,10,0.923552601,5,0.697,I Love You More Than You'll Ever Know (LP Version),1990
0.430897609,ARGY9FW1187B991C7D,Information Society,electronic,2,0.059,1.5823,0.58,0.57724,211.9571,0,0.567510986,1,0.418,37.15735675,"Minneapolis, MN",-63.93335787,-11.331,0,0.364,138445,Hack,ARUY6971187FB3AB45,0.334706549,SOUXWCM12A8AE47834,207.853,1,0.33306,120.583,freestyle,3,0.926334388,4,1,Hack 1/Charlie X,1990
0.343389815,ARBXBQR1187FB56FA5,Bill Douglas,,0,0,0.22406,0.946,0.22406,201.9522,0.184,0.489537503,5,0.29,37.15735675,Not available,-63.93335787,-13.214,1,0.575,540620,Universe One,ARUI8FT1187FB5AB13,,SOORSEW12A8C1375CB,195.39,0.6,0.07885,138.213,chamber jazz,4,1,4,0,Highland,1990
0.5457307,ARAKARO1187B9A1EB6,George Michael,british,2,0.165,1.06519,0.623,0.59628,281.33832,0.317,0.803105473,10,0.965,51.50632,"London, England",-0.12714,-8.183,1,0.64,482768,Ladies And Gentlemen... The Best Of George Michael,ARR57MZ1187FB5C275,,SOJRJDG12AF72A7B93,271.65,0.714,0.36005,127.844,rock,19,1,4,0.675,Praying For Time,1990
0.364914035,AR32ETX1187B9A792F,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,,0,0.165,0.62811,0.808,0.11778,208.48281,0.09,0.585514007,8,0.588,37.15735675,Not available,-63.93335787,-8.066,1,0.499,287254,The Essential Stevie Ray Vaughan And Double Trouble,ART3O5Z1187B9AB043,0.780157224,SOTNNLV12A8C1344BF,197.23,1,0.11778,117.947,blues-rock,82,0.983709336,4,1,Telephone Song,1990
0.498668875,ARD5K161187B9AC784,Orbital,british,3,0.004,1.46388,0.501,0.47162,192.20853,0,0.693009204,5,0.352,51.27562,"Sevenoaks, United Kingdom",0.17898,-6.924,0,0.49,212480,Halcyon - The Platinum Collection,ARYPTWE1187FB49D64,0.615654845,SOXHSTL12A8C13B5A6,188.801,0.228,0.22355,120.938,techno,1,1,4,1,Chime (edit),1990
0.343508878,AR8WHEJ1187B98CDCA,Dee Clark,,0,0.06,0.27562,1,0.27562,132.07465,0.218,0.53365014,10,0.562,34.7519,"Blythesville, AR",-92.13055,-16.865,1,0.336,176888,Rain Drops,ARCNS7D1187B9ABE72,,SONOEAE12A6D4FB32B,121.568,1,0.27562,95.948,doo-wop,11,0.877618228,4,1,Just Keep It Up,1990
0.443930193,ARMIMHT1187B98F038,Teena Marie,funk,1,0.064,1.19445,0,0.4501,328.56771,2.804,0.621414328,9,0.585,37.15735675,"Santa Monica, CA",-63.93335787,-11.037,1,0.599,282362,Ivory,ARBFQAE1187FB3E957,0.266955186,SOLWUMG12A8C13106C,319.872,0.069,0.07157,81.947,disco,6,1,4,0.624,How Can You Resist It,1990
0.606630152,ARX9YIP1187B98A656,RUN-DMC,hip-hop,1,0.165,3.72967,0,0.93902,267.59791,0.478,0.686988955,10,0.275,37.15735675,Not available,-63.93335787,-13.306,0,0.393,597033,Original Album Classics,ARKAI6D1187B98A539,0.450762242,SODEXMV12A8C13B960,265.392,0.708,0.51957,73.507,hip hop,19,1,5,0.69,Faces,1990
0.597867168,ARSW5F51187FB4CFC9,Alice In Chains,grunge,2,0.308,2.34296,0.948,0.30423,261.77261,0.275,0.819568422,3,0.165,37.15735675,"Seattle, WA",-63.93335787,-9.66,0,0.301,290005,Jar of flies / Facelift / Dirt,ARKNGPL1187B9B90F0,,SODTJWJ12CF5F88321,258.473,0.522,0.05327,114.758,grunge,1,0.99997762,5,1,I Know Somethin (Bout You),1990
0.33286717,ARFLHWV1187FB4E77F,Sandy Posey,,0,0.717,0.46977,0.717,0.46977,125.36118,2.038,0.495518893,4,0.937,37.15735675,"Jasper, AL",-63.93335787,-12.892,1,0.786,663900,One Fine Day,ARM5JLS1187FB3615B,0.215080319,SOCWCNX12AB0185027,117.383,0.913,0.15638,120.92,ballad,6,0.960592583,1,0,When Will I Be Loved,1990
0.453850265,ARSQDUN1187B98D7D7,EPMD,hip hop,1,0.003,0.69752,0.621,0.34587,159.26812,0.31,0.315684874,6,0.543,37.15735675,allentown Pennsylvania USA,-63.93335787,-11.498,0,0.273,47639,Business As Usual,ARM2EJV1187B98EA13,0.476248227,SOZLLLT12A3F1EA275,159.268,0.719,0.16961,173.423,hip hop,20,1,4,0.918,Mr. Bozack,1990
